block_id,route_id,trip_headsign,service_id,shape_id,trip_id,trip_id_
b_2152243,159-114,159 HALIFAX,2012_08A-1208BRwd-Weekday-01,1590010,6522840-2012_08A-1208BRwd-Weekday-01,6522840
b_2152263,6-114,6 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,60022,6522256-2012_08A-1208BRwd-Weekday-01,6522256
b_2152528,80-114,80 HALIFAX,2012_08A-1208BRwd-Weekday-01,800064,6524677-2012_08A-1208BRwd-Weekday-01,6524677
b_2152817,83-114,83 SPRINGFIELD,2012_08A-1208BRsa-Saturday-01,830021,6528580-2012_08A-1208BRsa-Saturday-01,6528580
a_2150462,20-121,20 HERRING COVE,2012_05M-1205BRwd-Weekday-02,200082,6512119-2012_05M-1205BRwd-Weekday-02,6512119
b_2152846,60-114,60 BRIDGE TERMINAL,2012_08A-1208BRsa-Saturday-01,600088,6526954-2012_08A-1208BRsa-Saturday-01,6526954
a_2151065,80-121,80 SACKVILLE,2012_05M-1205BRsa-Saturday-02,800066,6516620-2012_05M-1205BRsa-Saturday-02,6516620
a_2151241,80-121,80 HALIFAX,2012_05M-1205BRsu-Sunday-02,800064,6518478-2012_05M-1205BRsu-Sunday-02,6518478
a_2150712,53-121,53 NOTTING PARK TO BRIDGE,2012_05M-1205BRwd-Weekday-02,530039,6511507-2012_05M-1205BRwd-Weekday-02,6511507
a_2150504,8-121,8 WATERFRONT TO PIER 21,2012_05M-1205BRwd-Weekday-02,80021,6514257-2012_05M-1205BRwd-Weekday-02,6514257
a_2150446,159-121,159 PORTLAND HILLS,2012_05M-1205BRwd-Weekday-02,1590008,6511577-2012_05M-1205BRwd-Weekday-02,6511577
a_2150492,52-121,52 CROSSTOWN TO BAYERS LA,2012_05M-1205BRwd-Weekday-02,520288,6513025-2012_05M-1205BRwd-Weekday-02,6513025
b_2152404,53-114,53 DOWNTOWN HALIFAX TO SU,2012_08A-1208BRwd-Weekday-01,530067,6522691-2012_08A-1208BRwd-Weekday-01,6522691
b_2152844,90-114,90 WATER ST TERM'L VIA UN,2012_08A-1208BRsa-Saturday-01,900029,6528832-2012_08A-1208BRsa-Saturday-01,6528832
b_2152795,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRsa-Saturday-01,10032,6528072-2012_08A-1208BRsa-Saturday-01,6528072
b_2152290,52-114,52 CROSSTOWN TO BAYERS LA,2012_08A-1208BRwd-Weekday-01,520279,6524210-2012_08A-1208BRwd-Weekday-01,6524210
a_2151265,82-121,82 MILLWOOD,2012_05M-1205BRsu-Sunday-02,820078,6519292-2012_05M-1205BRsu-Sunday-02,6519292
a_2151246,80-121,80 HALIFAX,2012_05M-1205BRsu-Sunday-02,800064,6518451-2012_05M-1205BRsu-Sunday-02,6518451
a_2150987,54-121,54 MONTEBELLO,2012_05M-1205BRsa-Saturday-02,540033,6515380-2012_05M-1205BRsa-Saturday-02,6515380
b_2152859,61-114,61 PORTLAND ST TO AUBURN-,2012_08A-1208BRsa-Saturday-01,610103,6526825-2012_08A-1208BRsa-Saturday-01,6526825
b_2152512,88-114,88 COBEQUID TERMINAL,2012_08A-1208BRwd-Weekday-01,880008,6524986-2012_08A-1208BRwd-Weekday-01,6524986
b_2153045,7-114,7 ROBIE,2012_08A-1208BRsu-Sunday-01,70028,6529476-2012_08A-1208BRsu-Sunday-01,6529476
b_2152846,62-114,62 BRIDGE TERM'L VIA MANO,2012_08A-1208BRsa-Saturday-01,620035,6526824-2012_08A-1208BRsa-Saturday-01,6526824
b_2152516,9-114,9 BARRINGTON TO MUMFORD,2012_08A-1208BRwd-Weekday-01,90074,6523025-2012_08A-1208BRwd-Weekday-01,6523025
a_2150603,16-121,16 BRIDGE TERMINAL,2012_05M-1205BRwd-Weekday-02,160043,6512018-2012_05M-1205BRwd-Weekday-02,6512018
a_2150488,51-121,51WINDMILL TO OCEAN BREEZ,2012_05M-1205BRwd-Weekday-02,510039,6513945-2012_05M-1205BRwd-Weekday-02,6513945
b_2153081,60-114,60 BRIDGE TERMINAL,2012_08A-1208BRsu-Sunday-01,600088,6529785-2012_08A-1208BRsu-Sunday-01,6529785
b_2152471,53-114,53 DOWNTOWN HALIFAX TO SU,2012_08A-1208BRwd-Weekday-01,530067,6522756-2012_08A-1208BRwd-Weekday-01,6522756
b_2152801,10-114,10 WESTPHAL,2012_08A-1208BRsa-Saturday-01,100236,6527126-2012_08A-1208BRsa-Saturday-01,6527126
a_2150500,58-121,58 WOODLAWN,2012_05M-1205BRwd-Weekday-02,580054,6510721-2012_05M-1205BRwd-Weekday-02,6510721
a_2150690,7-121,7 GOTTINGEN,2012_05M-1205BRwd-Weekday-02,70029,6511072-2012_05M-1205BRwd-Weekday-02,6511072
b_2062220,FerD-114,FERRY TO DARTMOUTH,2012_08A-12AferWD-Weekday-01,FerD0001,6219149-2012_08A-12AferWD-Weekday-01,6219149
b_2152497,21-114,21 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,210082,6523557-2012_08A-1208BRwd-Weekday-01,6523557
a_2150579,63-121,63 BRIDGE TERMINAL,2012_05M-1205BRwd-Weekday-02,630025,6512555-2012_05M-1205BRwd-Weekday-02,6512555
b_2153054,90-114,90 LARRY UTECK VIA BEDFOR,2012_08A-1208BRsu-Sunday-01,900031,6530732-2012_08A-1208BRsu-Sunday-01,6530732
b_2153041,52-114,52 CROSSTOWN TO BAYERS LA,2012_08A-1208BRsu-Sunday-01,520273,6530286-2012_08A-1208BRsu-Sunday-01,6530286
b_2152850,62-114,62 BRIDGE TERM'L VIA MANO,2012_08A-1208BRsa-Saturday-01,620035,6526817-2012_08A-1208BRsa-Saturday-01,6526817
b_2152805,21-114,21 LACEWOOD,2012_08A-1208BRsa-Saturday-01,210083,6527464-2012_08A-1208BRsa-Saturday-01,6527464
a_1968473,FerD-116,FERRY TO DARTMOUTH,2012_05M-12MferSA-Saturday-00,FerD0003,5808102-2012_05M-12MferSA-Saturday-00,5808102
a_2151218,15-121,15 PURCELL'S COVE,2012_05M-1205BRsu-Sunday-02,150025,6518090-2012_05M-1205BRsu-Sunday-02,6518090
b_2152842,87-114,87 GLENDALE TO SACKVILLE ,2012_08A-1208BRsa-Saturday-01,870059,6528174-2012_08A-1208BRsa-Saturday-01,6528174
a_2150583,58-121,58 MUMFORD VIA SPRING GAR,2012_05M-1205BRwd-Weekday-02,580057,6510772-2012_05M-1205BRwd-Weekday-02,6510772
b_2152842,87-114,87 GLENDALE TO SACKVILLE ,2012_08A-1208BRsa-Saturday-01,870059,6528161-2012_08A-1208BRsa-Saturday-01,6528161
b_2153052,56-114,56 DARTMOUTH CROSSING,2012_08A-1208BRsu-Sunday-01,560024,6530124-2012_08A-1208BRsu-Sunday-01,6530124
b_2152342,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRwd-Weekday-01,10031,6525377-2012_08A-1208BRwd-Weekday-01,6525377
a_2150576,59-121,59 PORTLAND ST TO COLBY,2012_05M-1205BRwd-Weekday-02,590110,6512405-2012_05M-1205BRwd-Weekday-02,6512405
a_2150759,18-121,18 UNIVERSITIES,2012_05M-1205BRwd-Weekday-02,180069,6512235-2012_05M-1205BRwd-Weekday-02,6512235
b_2152545,18-114,18 SAINT MARY'S ONLY,2012_08A-1208BRwd-Weekday-01,180056,6523513-2012_08A-1208BRwd-Weekday-01,6523513
b_2153050,21-114,21 LACEWOOD,2012_08A-1208BRsu-Sunday-01,210083,6530053-2012_08A-1208BRsu-Sunday-01,6530053
a_2151036,16-121,16 BRIDGE TERMINAL,2012_05M-1205BRsa-Saturday-02,160043,6516663-2012_05M-1205BRsa-Saturday-02,6516663
a_2150483,87-121,87 GLENDALE TO BRIDGE TER,2012_05M-1205BRwd-Weekday-02,870053,6510818-2012_05M-1205BRwd-Weekday-02,6510818
a_1968473,FerD-116,FERRY TO HALIFAX,2012_05M-12MferSA-Saturday-00,FerD0004,5808045-2012_05M-12MferSA-Saturday-00,5808045
b_2153036,80-114,80 SACKVILLE,2012_08A-1208BRsu-Sunday-01,800066,6529868-2012_08A-1208BRsu-Sunday-01,6529868
b_2152851,14-114,14 DOWNTOWN,2012_08A-1208BRsa-Saturday-01,140095,6527189-2012_08A-1208BRsa-Saturday-01,6527189
b_2152553,59-114,59 PORTLAND ST TO COLBY,2012_08A-1208BRwd-Weekday-01,590140,6523678-2012_08A-1208BRwd-Weekday-01,6523678
b_2152477,51-114,51WINDMILL TO OCEAN BREEZ,2012_08A-1208BRwd-Weekday-01,510079,6525079-2012_08A-1208BRwd-Weekday-01,6525079
b_2152855,68-114,68 PORTLAND ST TO CHERRYB,2012_08A-1208BRsa-Saturday-01,680107,6526734-2012_08A-1208BRsa-Saturday-01,6526734
a_2150510,10-121,10 WESTPHAL,2012_05M-1205BRwd-Weekday-02,100141,6512779-2012_05M-1205BRwd-Weekday-02,6512779
a_2151022,68-121,68 PORTLAND ST TO BRIDGE ,2012_05M-1205BRsa-Saturday-02,680093,6515458-2012_05M-1205BRsa-Saturday-02,6515458
b_2153083,20-114,20 MUMFORD,2012_08A-1208BRsu-Sunday-01,200080,6529646-2012_08A-1208BRsu-Sunday-01,6529646
a_2150986,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRsa-Saturday-02,10014,6516817-2012_05M-1205BRsa-Saturday-02,6516817
b_2152787,2-114,2 WEDGEWOOD VIA MAIN,2012_08A-1208BRsa-Saturday-01,20043,6527976-2012_08A-1208BRsa-Saturday-01,6527976
a_2150652,60-121,60 EASTERN PASSAGE,2012_05M-1205BRwd-Weekday-02,600082,6511285-2012_05M-1205BRwd-Weekday-02,6511285
a_2150995,72-121,72 PORTLAND HILLS VIA WOO,2012_05M-1205BRsa-Saturday-02,720019,6517172-2012_05M-1205BRsa-Saturday-02,6517172
b_2152478,61-114,61 DOWNTOWN HALIFAX TO SC,2012_08A-1208BRwd-Weekday-01,610097,6524364-2012_08A-1208BRwd-Weekday-01,6524364
a_2150619,19-121,19 MUMFORD,2012_05M-1205BRwd-Weekday-02,190010,6512537-2012_05M-1205BRwd-Weekday-02,6512537
a_2151249,57-121,57 PORTLAND HILLS VIA POR,2012_05M-1205BRsu-Sunday-02,570065,6519250-2012_05M-1205BRsu-Sunday-02,6519250
b_2153062,82-114,82 MILLWOOD,2012_08A-1208BRsu-Sunday-01,820080,6530612-2012_08A-1208BRsu-Sunday-01,6530612
a_2150993,18-121,18 UNIVERSITIES,2012_05M-1205BRsa-Saturday-02,180069,6516015-2012_05M-1205BRsa-Saturday-02,6516015
a_2151044,6-121,6 DOWNTOWN,2012_05M-1205BRsa-Saturday-02,60022,6516299-2012_05M-1205BRsa-Saturday-02,6516299
b_2152532,54-114,54 ALDERNEY,2012_08A-1208BRwd-Weekday-01,540032,6522206-2012_08A-1208BRwd-Weekday-01,6522206
a_2151236,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRsu-Sunday-02,10014,6519172-2012_05M-1205BRsu-Sunday-02,6519172
a_2151050,22-121,22 ARMDALE TO EXHIBITION ,2012_05M-1205BRsa-Saturday-02,220034,6516985-2012_05M-1205BRsa-Saturday-02,6516985
b_2152783,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRsa-Saturday-01,10032,6528018-2012_08A-1208BRsa-Saturday-01,6528018
a_2151023,10-121,10 WESTPHAL,2012_05M-1205BRsa-Saturday-02,100141,6515818-2012_05M-1205BRsa-Saturday-02,6515818
b_2152785,80-114,80 SACKVILLE,2012_08A-1208BRsa-Saturday-01,800066,6527837-2012_08A-1208BRsa-Saturday-01,6527837
a_2150519,62-121,62 WILDWOOD,2012_05M-1205BRwd-Weekday-02,620024,6513218-2012_05M-1205BRwd-Weekday-02,6513218
a_2151265,88-121,88 BEDFORD COMMONS,2012_05M-1205BRsu-Sunday-02,880005,6519321-2012_05M-1205BRsu-Sunday-02,6519321
a_2150732,83-121,83 SPRINGFIELD,2012_05M-1205BRwd-Weekday-02,830020,6512691-2012_05M-1205BRwd-Weekday-02,6512691
b_2152371,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRwd-Weekday-01,10031,6525395-2012_08A-1208BRwd-Weekday-01,6525395
a_2150636,14-121,14 LEIBLIN PARK,2012_05M-1205BRwd-Weekday-02,140097,6512835-2012_05M-1205BRwd-Weekday-02,6512835
b_2153022,7-114,7 GOTTINGEN,2012_08A-1208BRsu-Sunday-01,70029,6529464-2012_08A-1208BRsu-Sunday-01,6529464
a_2150540,68-121,68 PORTLAND ST TO CHERRYB,2012_05M-1205BRwd-Weekday-02,680090,6512169-2012_05M-1205BRwd-Weekday-02,6512169
b_2152499,17-114,17 LACEWOOD,2012_08A-1208BRwd-Weekday-01,170023,6522387-2012_08A-1208BRwd-Weekday-01,6522387
b_2062220,FerD-114,FERRY TO HALIFAX,2012_08A-12AferWD-Weekday-01,FerD0002,6219140-2012_08A-12AferWD-Weekday-01,6219140
b_2152844,90-114,90 LARRY UTECK VIA BEDFOR,2012_08A-1208BRsa-Saturday-01,900031,6528821-2012_08A-1208BRsa-Saturday-01,6528821
b_2152450,55-114,55 PORT WALLACE,2012_08A-1208BRwd-Weekday-01,550042,6523088-2012_08A-1208BRwd-Weekday-01,6523088
b_2152805,21-114,21 TIMBERLEA,2012_08A-1208BRsa-Saturday-01,210072,6527442-2012_08A-1208BRsa-Saturday-01,6527442
a_2151056,59-121,59 DOWNTOWN HALIFAX TO SU,2012_05M-1205BRsa-Saturday-02,590108,6516152-2012_05M-1205BRsa-Saturday-02,6516152
a_2151283,320-121,320 AIRPORT VIA FALL RIVE,2012_05M-1205BRsu-Sunday-02,3200047,6519449-2012_05M-1205BRsu-Sunday-02,6519449
b_2152470,7-114,7 ROBIE,2012_08A-1208BRwd-Weekday-01,70028,6522304-2012_08A-1208BRwd-Weekday-01,6522304
a_2150706,88-121,88 COBEQUID TERMINAL,2012_05M-1205BRwd-Weekday-02,880008,6513785-2012_05M-1205BRwd-Weekday-02,6513785
b_2152850,60-114,60 EASTERN PASSAGE,2012_08A-1208BRsa-Saturday-01,600089,6526933-2012_08A-1208BRsa-Saturday-01,6526933
b_2152803,9-114,9 BARRINGTON TO MUMFORD,2012_08A-1208BRsa-Saturday-01,90079,6527634-2012_08A-1208BRsa-Saturday-01,6527634
b_2152836,57-114,57 WOODSIDE VIA BAKER DR,2012_08A-1208BRsa-Saturday-01,570064,6528343-2012_08A-1208BRsa-Saturday-01,6528343
b_2152780,55-114,55 PORT WALLACE,2012_08A-1208BRsa-Saturday-01,550042,6526712-2012_08A-1208BRsa-Saturday-01,6526712
a_2151005,8-121,8 WATERFRONT TO PIER 21,2012_05M-1205BRsa-Saturday-02,80021,6517354-2012_05M-1205BRsa-Saturday-02,6517354
b_2152788,20-114,20 DOWNTOWN,2012_08A-1208BRsa-Saturday-01,200079,6528514-2012_08A-1208BRsa-Saturday-01,6528514
a_1968472,FerD-116,FERRY TO DARTMOUTH,2012_05M-12MferWD-Weekday-00,FerD0003,5808004-2012_05M-12MferWD-Weekday-00,5808004
a_2150663,15-121,15 BAYERS RD,2012_05M-1205BRwd-Weekday-02,150028,6512055-2012_05M-1205BRwd-Weekday-02,6512055
b_2152322,15-114,15 BAYERS RD,2012_08A-1208BRwd-Weekday-01,150028,6523280-2012_08A-1208BRwd-Weekday-01,6523280
b_2152287,59-114,59 PORTLAND ST TO COLBY,2012_08A-1208BRwd-Weekday-01,590146,6523661-2012_08A-1208BRwd-Weekday-01,6523661
a_2151050,22-121,22 ARMDALE TO EXHIBITION ,2012_05M-1205BRsa-Saturday-02,220034,6516991-2012_05M-1205BRsa-Saturday-02,6516991
b_2153062,88-114,88 COBEQUID TERMINAL,2012_08A-1208BRsu-Sunday-01,880008,6530630-2012_08A-1208BRsu-Sunday-01,6530630
a_2150628,14-121,14 LEIBLIN PARK,2012_05M-1205BRwd-Weekday-02,140097,6512861-2012_05M-1205BRwd-Weekday-02,6512861
b_2153032,80-114,80 HALIFAX,2012_08A-1208BRsu-Sunday-01,800064,6529808-2012_08A-1208BRsu-Sunday-01,6529808
b_2152558,19-114,19 GREYSTONE,2012_08A-1208BRwd-Weekday-01,190014,6523748-2012_08A-1208BRwd-Weekday-01,6523748
a_2151256,61-121,61 PORTLAND ST TO AUBURN-,2012_05M-1205BRsu-Sunday-02,610066,6518411-2012_05M-1205BRsu-Sunday-02,6518411
b_2153070,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRsu-Sunday-01,10032,6530529-2012_08A-1208BRsu-Sunday-01,6530529
a_2150717,65-121,65 CALDWELL TO ASTRAL,2012_05M-1205BRwd-Weekday-02,650012,6513530-2012_05M-1205BRwd-Weekday-02,6513530
b_2153047,56-114,56 DARTMOUTH CROSSING,2012_08A-1208BRsu-Sunday-01,560024,6530115-2012_08A-1208BRsu-Sunday-01,6530115
b_2152521,72-114,72 PORTLAND HILLS VIA WOO,2012_08A-1208BRwd-Weekday-01,720029,6524816-2012_08A-1208BRwd-Weekday-01,6524816
a_2151243,68-121,68 PORTLAND ST TO CHERRYB,2012_05M-1205BRsu-Sunday-02,680090,6518426-2012_05M-1205BRsu-Sunday-02,6518426
b_2153077,53-114,53 NOTTING PARK TO HIGHFI,2012_08A-1208BRsu-Sunday-01,530060,6529678-2012_08A-1208BRsu-Sunday-01,6529678
b_2152553,59-114,59 DOWNTOWN HALIFAX TO SU,2012_08A-1208BRwd-Weekday-01,590143,6523615-2012_08A-1208BRwd-Weekday-01,6523615
b_2152845,90-114,90 LARRY UTECK VIA BEDFOR,2012_08A-1208BRsa-Saturday-01,900031,6528859-2012_08A-1208BRsa-Saturday-01,6528859
a_2151045,82-121,82 MILLWOOD,2012_05M-1205BRsa-Saturday-02,820080,6516441-2012_05M-1205BRsa-Saturday-02,6516441
b_2152505,7-114,7 ROBIE,2012_08A-1208BRwd-Weekday-01,70028,6522371-2012_08A-1208BRwd-Weekday-01,6522371
a_2151037,1-121,1 SPRING GARDEN TO MUMFOR,2012_05M-1205BRsa-Saturday-02,10013,6516871-2012_05M-1205BRsa-Saturday-02,6516871
b_2152774,52-114,52 CROSSTOWN TO BAYERS LA,2012_08A-1208BRsa-Saturday-01,520273,6527386-2012_08A-1208BRsa-Saturday-01,6527386
a_2151216,58-121,58 BRIDGE TERMINAL,2012_05M-1205BRsu-Sunday-02,580052,6518282-2012_05M-1205BRsu-Sunday-02,6518282
b_2152489,14-114,14 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,140095,6524104-2012_08A-1208BRwd-Weekday-01,6524104
b_2152452,68-114,68 PORTLAND ST TO BRIDGE ,2012_08A-1208BRwd-Weekday-01,680105,6523422-2012_08A-1208BRwd-Weekday-01,6523422
b_2152362,81-114,81 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,810016,6522667-2012_08A-1208BRwd-Weekday-01,6522667
a_2151016,62-121,62 BRIDGE TERM'L VIA MANO,2012_05M-1205BRsa-Saturday-02,620020,6515531-2012_05M-1205BRsa-Saturday-02,6515531
a_2151014,52-121,52 CROSSTOWN TO ILSLEY,2012_05M-1205BRsa-Saturday-02,520264,6516073-2012_05M-1205BRsa-Saturday-02,6516073
a_2151257,62-121,62 WILDWOOD,2012_05M-1205BRsu-Sunday-02,620024,6518825-2012_05M-1205BRsu-Sunday-02,6518825
b_2152328,72-114,72 DARTMOUTH CROSSING VIA,2012_08A-1208BRwd-Weekday-01,720026,6524804-2012_08A-1208BRwd-Weekday-01,6524804
a_2151042,59-121,59 DOWNTOWN HALIFAX TO SU,2012_05M-1205BRsa-Saturday-02,590108,6516150-2012_05M-1205BRsa-Saturday-02,6516150
b_2153075,20-114,20 MUMFORD,2012_08A-1208BRsu-Sunday-01,200080,6529665-2012_08A-1208BRsu-Sunday-01,6529665
a_2150448,159-121,159 PORTLAND HILLS,2012_05M-1205BRwd-Weekday-02,1590008,6511600-2012_05M-1205BRwd-Weekday-02,6511600
b_2152543,56-114,56 DARTMOUTH CROSSING,2012_08A-1208BRwd-Weekday-01,560024,6522907-2012_08A-1208BRwd-Weekday-01,6522907
a_2150534,19-121,19 GREYSTONE,2012_05M-1205BRwd-Weekday-02,190014,6512471-2012_05M-1205BRwd-Weekday-02,6512471
a_2151040,51-121,51WINDMILL TO OCEAN BREEZ,2012_05M-1205BRsa-Saturday-02,510039,6517474-2012_05M-1205BRsa-Saturday-02,6517474
b_2152865,400-114,400 SACKVILLE TERMINAL,2012_08A-1208BRsa-Saturday-01,4000013,6528925-2012_08A-1208BRsa-Saturday-01,6528925
b_2152560,66-114,66 COBEQUID,2012_08A-1208BRwd-Weekday-01,660067,6524550-2012_08A-1208BRwd-Weekday-01,6524550
a_2150729,9-121,9 BARRINGTON TO MUMFORD,2012_05M-1205BRwd-Weekday-02,90079,6511765-2012_05M-1205BRwd-Weekday-02,6511765
a_2150538,83-121,83 SPRINGFIELD,2012_05M-1205BRwd-Weekday-02,830021,6512709-2012_05M-1205BRwd-Weekday-02,6512709
b_2152507,72-114,72 DARTMOUTH CROSSING VIA,2012_08A-1208BRwd-Weekday-01,720026,6524836-2012_08A-1208BRwd-Weekday-01,6524836
a_2150469,20-121,20 DOWNTOWN,2012_05M-1205BRwd-Weekday-02,200079,6512134-2012_05M-1205BRwd-Weekday-02,6512134
b_2152254,159-114,159 PORTLAND HILLS,2012_08A-1208BRwd-Weekday-01,1590008,6522835-2012_08A-1208BRwd-Weekday-01,6522835
b_2152846,51-114,51 WINDMILL TO BRIDGE TER,2012_08A-1208BRsa-Saturday-01,510042,6528713-2012_08A-1208BRsa-Saturday-01,6528713
b_2062221,FerD-114,FERRY TO HALIFAX,2012_08A-12AferWD-Weekday-01,FerD0002,6219101-2012_08A-12AferWD-Weekday-01,6219101
b_2152352,10-114,10 WESTPHAL,2012_08A-1208BRwd-Weekday-01,100236,6524060-2012_08A-1208BRwd-Weekday-01,6524060
a_2150678,55-121,55 PORT WALLACE,2012_05M-1205BRwd-Weekday-02,550035,6511841-2012_05M-1205BRwd-Weekday-02,6511841
b_2152426,59-114,59 PORTLAND ST TO COLBY,2012_08A-1208BRwd-Weekday-01,590146,6523628-2012_08A-1208BRwd-Weekday-01,6523628
a_2150441,185-121,185 HALIFAX,2012_05M-1205BRwd-Weekday-02,1850010,6511920-2012_05M-1205BRwd-Weekday-02,6511920
a_2150490,52-121,52 CROSSTOWN TO BAYERS LA,2012_05M-1205BRwd-Weekday-02,520288,6513014-2012_05M-1205BRwd-Weekday-02,6513014
a_2151270,57-121,57 PORTLAND HILLS VIA POR,2012_05M-1205BRsu-Sunday-02,570065,6519262-2012_05M-1205BRsu-Sunday-02,6519262
b_2153067,22-114,22 ARMDALE TO EXHIBITION ,2012_08A-1208BRsu-Sunday-01,220034,6530353-2012_08A-1208BRsu-Sunday-01,6530353
a_2151020,52-121,52 CROSSTOWN TO BAYERS LA,2012_05M-1205BRsa-Saturday-02,520287,6516105-2012_05M-1205BRsa-Saturday-02,6516105
b_2152848,59-114,59 DOWNTOWN HALIFAX TO SU,2012_08A-1208BRsa-Saturday-01,590143,6527428-2012_08A-1208BRsa-Saturday-01,6527428
b_2152780,55-114,55 BRIDGE TERMINAL,2012_08A-1208BRsa-Saturday-01,550041,6526688-2012_08A-1208BRsa-Saturday-01,6526688
a_2150545,20-121,20 HERRING COVE,2012_05M-1205BRwd-Weekday-02,200082,6512109-2012_05M-1205BRwd-Weekday-02,6512109
a_2151234,4-121,4 FARNHAM GATE VIA ROSEDA,2012_05M-1205BRsu-Sunday-02,40022,6517857-2012_05M-1205BRsu-Sunday-02,6517857
a_2150753,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRwd-Weekday-02,10014,6514179-2012_05M-1205BRwd-Weekday-02,6514179
a_2150773,320-121,320 DOWNTOWN HALIFAX VIA ,2012_05M-1205BRwd-Weekday-02,3200044,6514325-2012_05M-1205BRwd-Weekday-02,6514325
a_2150739,56-121,56 PORTLAND HILLS,2012_05M-1205BRwd-Weekday-02,560023,6511702-2012_05M-1205BRwd-Weekday-02,6511702
b_2152782,66-114,66 HIGHFIELD,2012_08A-1208BRsa-Saturday-01,660068,6526774-2012_08A-1208BRsa-Saturday-01,6526774
a_2151048,83-121,83 SPRINGFIELD,2012_05M-1205BRsa-Saturday-02,830020,6517332-2012_05M-1205BRsa-Saturday-02,6517332
b_2152771,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRsa-Saturday-01,10032,6528068-2012_08A-1208BRsa-Saturday-01,6528068
a_2150981,16-121,16 LACEWOOD VIA PARKLAND,2012_05M-1205BRsa-Saturday-02,160037,6516648-2012_05M-1205BRsa-Saturday-02,6516648
b_2153045,7-114,7 GOTTINGEN,2012_08A-1208BRsu-Sunday-01,70029,6529459-2012_08A-1208BRsu-Sunday-01,6529459
a_2150725,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRwd-Weekday-02,10014,6514128-2012_05M-1205BRwd-Weekday-02,6514128
b_2152384,90-114,90 WATER ST TERM'L VIA UN,2012_08A-1208BRwd-Weekday-01,900029,6525193-2012_08A-1208BRwd-Weekday-01,6525193
b_2152819,22-114,22 ARMDALE TO MUMFORD,2012_08A-1208BRsa-Saturday-01,220008,6528291-2012_08A-1208BRsa-Saturday-01,6528291
b_2152434,51-114,51 WINDMILL TO BRIDGE TER,2012_08A-1208BRwd-Weekday-01,510042,6525100-2012_08A-1208BRwd-Weekday-01,6525100
a_2150564,4-121,4 FARNHAM GATE VIA ROSEDA,2012_05M-1205BRwd-Weekday-02,40022,6510917-2012_05M-1205BRwd-Weekday-02,6510917
a_2151235,82-121,82 MILLWOOD,2012_05M-1205BRsu-Sunday-02,820078,6519286-2012_05M-1205BRsu-Sunday-02,6519286
a_2150509,66-121,66 PENHORN TO GASTON RD,2012_05M-1205BRwd-Weekday-02,660017,6513251-2012_05M-1205BRwd-Weekday-02,6513251
b_2152328,72-114,72 DARTMOUTH CROSSING VIA,2012_08A-1208BRwd-Weekday-01,720026,6524829-2012_08A-1208BRwd-Weekday-01,6524829
a_2150749,9-121,9 BARRINGTON TO POINT PLE,2012_05M-1205BRwd-Weekday-02,90076,6511772-2012_05M-1205BRwd-Weekday-02,6511772
a_2150514,22-121,22 ARMDALE TO EXHIBITION ,2012_05M-1205BRwd-Weekday-02,220035,6513855-2012_05M-1205BRwd-Weekday-02,6513855
b_2153062,87-114,87 GLENDALE TO SACKVILLE ,2012_08A-1208BRsu-Sunday-01,870059,6529901-2012_08A-1208BRsu-Sunday-01,6529901
b_2153048,57-114,57 WOODSIDE VIA BAKER DR,2012_08A-1208BRsu-Sunday-01,570064,6530586-2012_08A-1208BRsu-Sunday-01,6530586
b_2152449,60-114,60 EASTERN PASSAGE,2012_08A-1208BRwd-Weekday-01,600089,6522516-2012_08A-1208BRwd-Weekday-01,6522516
b_2153072,51-114,51 WINDMILL TO BRIDGE TER,2012_08A-1208BRsu-Sunday-01,510042,6529981-2012_08A-1208BRsu-Sunday-01,6529981
b_2152771,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRsa-Saturday-01,10031,6528111-2012_08A-1208BRsa-Saturday-01,6528111
b_2152774,52-114,52 CROSSTOWN TO BAYERS LA,2012_08A-1208BRsa-Saturday-01,520279,6527368-2012_08A-1208BRsa-Saturday-01,6527368
a_2151018,15-121,15 MUMFORD,2012_05M-1205BRsa-Saturday-02,150029,6515971-2012_05M-1205BRsa-Saturday-02,6515971
b_2152416,56-114,56 PORTLAND HILLS,2012_08A-1208BRwd-Weekday-01,560023,6522921-2012_08A-1208BRwd-Weekday-01,6522921
a_1968470,FerD-116,FERRY TO DARTMOUTH,2012_05M-12MferWD-Weekday-00,FerD0003,5808016-2012_05M-12MferWD-Weekday-00,5808016
